text,rating,label
grandson loves lots educational games,5,2
value sale price reduction 30 especially 16gb model another key factor 2 year questions asked warranty replacement valuable consideration tablet primarily used child,5,2
expected,5,2
research different types tablets one needed,5,2
early generation kindle loved unwilling update kindle great new one got wife made look like old one standing still much faster love,5,2
hard love battery say work seem last long others price good im happy,4,2
better price works well name brand batteries,5,2
great christmas gift son best tablet ever,5,2
batteries perform good cheapest ones market,1,0
using batteries kids toys work fine havent noticed lasting longer shorter others normally purchase kirkland brand one costco appear equivalent great large supply batteries hand kids,4,2
bought one couple gifts cute still havent figured whats great say pick voice throughout huge room,3,1
tablet perfect appropriate grandchild,5,2
good product kids homework,5,2
love tablet highly recommended especially toddler whos learning lots games activities learning parental controls find extremely necessary internet today,5,2
nice size screenlike feachers included storage goodexcellent color clarity,5,2
purchased gift wife bn nook dying absolutely loves especially since much im waiting nook start acting excuse get kindle,5,2
short battery life,1,0
feel tablet perfect fit boys age 8 6,5,2
nice buy ty,5,2
seller real value pack quality battery price pleased manner product boxed packaged delivery secure packaging important considering product ill buying,5,2
work perfectly great value happy,5,2
good bargain,5,2
good buy tried day fast experience good,4,2
great money saving alternative ipad son likes ti play games read books,4,2
tablet upgrade nabi jr 4 year old really enjoys many appsbooksvideos entertains much thing would recommend getting additional storage product since isnt much internally,4,2
device works flawlessly nearly indestructable 2 yr old also comes questions asked replacement policy amazon event screen breaks something crazy,5,2
got daughters christmas great gift helps learn keep trouble thanks best buy,4,2
like amazon tap use speaker garage working tied amazon echo able use alexa amazon prime material would highly recommend,4,2
great device functional love recommend,5,2
nice tablet work works perfectly rock solid,4,2
grandson thoroughly enjoyed easy use frequently sends us messages pictures,4,2
bargain,5,2
love said easy useshe love much,5,2
fits easily purse bag small compact,5,2
looking tablet highly portable could run directtv app stream videos electronics much older versions salesman recommended model based personal experience still learning functions far seems easy use promised,5,2
went buy kindle paperwhite comparing sidebyside decided buy voyage thought print little sharper liked smaller lighter weight using almost every day really really enjoy,5,2
good brands like rayovac one cant think,5,2
5th alexa purchased home love place every room house highly recommend 1st generation alexa best sounding also purchased newer one quality sound near alexa 1st generation purchasing christmas gifts grab 1st generation alexa longer get sounds great ease use extremely easy connection great ease,5,2
perfectly respectable batteryi using duracell batteries almost exclusively since first went sea 1970s complaints still complaintsi bought amazonbasics batteries try nothing scientificother reviewers done well enoughbasically im satisfied im sea ill probably stick duracells amazon basics getting job done home,4,2
daughter enjoys kindle lovethis product,5,2
good product good price,5,2
purchased tablet son replacement ipad impressed quality picture tablet definitely worth price,5,2
used kindle fire love light read dark hard navigate gift would never purchase,1,0
used yet battery battery good price,4,2
light carry good picture quality purchased hearing impaired person download video american sign language product easy maneuver someone use tablet,4,2
bought sons birthday absolutely loves great price well,5,2
husbands previous tablet died sudden death gave back bought fire sound volume quality much better,5,2
durable kids easy use great product price,5,2
thank,5,2
wonderful love easy watch movies play games read books,5,2
problem tablet dont internet lose pictures games installed guess open,4,2
purchased son overseas broken screen last one opened amazed size weight one also elated books purchased immediately downloaded new one bookmarks place great purchase excellent company,5,2
bought computer loving 89yearold dad check emails chair rather go computer room,5,2
bought gift wife loves reading really enjoyed able andy sleek reader purse shes go,5,2
great reading ordering books use tablet,4,2
im enjoying ease several reading options without bulk,5,2
hii ordered daughter extensive liking tablets didnt like lack google play services didnt patience work knew os amazon specific despite apps downloaded disappointed returned itif avid amazon person tablet works great want google tablet isnt would recommend people want good decent tablet read use amazon apps,2,0
good,5,2
love beautiful color tablet features also great tablet like,5,2
works well,5,2
great batteries good name brand battery far ive noticed far,5,2
good deal aas,5,2
bought 2 amazon fire tablets sales guy said great ran really fast fast internet thing barely chugs along play game constantly stalls freezes sound quality play music terrible planning buying one 9 nieces nephews ran well know wouldnt work horrible,1,0
got nephew easy use easy setup,5,2
product made children would already assume durable go one step elaborate girlfriends 2 year old dropped multiple times onto concrete case done job kept kindle intact happy purchase child heavy hold problem,5,2
looked echo bought would fool buy add battery make portable everything need,5,2
like tablet grow 5 year old love various age settings parental controls perfect first tablet,5,2
gifted xmas toys,4,2
excellent gotta love amazon basics,5,2
gift grandpa internet searches chair play games loved simple use inexpensive,5,2
special needs 8 yr old gone two ipads 20000 amazon fire kids edition better option loaded thousands appropriate options games movies without download pay individual apps even use adult mode im happy purchase highly highly recommend,5,2
im happy purchase bought one wife one happy,5,2
unfortunately batteries seem duds replaced dead batteries still dead remote great price know,2,0
good value,4,2
comparable others,4,2
sales people helpful controller cable longer,5,2
strong good batteries,5,2
real good tuff,5,2
bought batteries use medical holter monitor typically put batteries 24 48 hour monitors one use need replace batteries batteries even last 24 hours patients wasted time testing wasted embarrassing make patient reschedule test due equipment failure cost business money never buy,1,0
better older kindles reading book kindle easier holding book,5,2
dont put brand things work fine,5,2
loves play games watch videos take pics,4,2
initially bought tablet school use kindle rent books using stream xfinity netflix amazon prime loved sound picture quality would recommend anyone needing good low cost tablet great battery life,5,2
good deal,5,2
salesman good pointed us right direction tablets perfect triplet grandsons,5,2
perfect age group bought 10and loves,3,1
last long cut price batteries canon digital camera cannot get 3 shots lowbattery warning comes going back maxell much better mei would hate see capacity amazonbasics everyday batteries,2,0
great beginners like children limiting cant use many apps doesnt allow use google play store,3,1
good batteries,5,2
early adoptor amazon echo heard releasing mobile version wanted wasnt spent lot time cleaning old home moving realized usefule lil guy set phones wifi hotspot fully function echo would buy didnt already one,5,2
bought tablet mostly watching movies downloaded movies netflix watch indoor bike training gym love ability expand memory microsd card ipads pretty fast features need read kindle books well drawback apps compatible device ipad definitely powerful compatible many apps use great tablet current interests,4,2
needed thank,5,2
gift love compact surf web play games check emails etc,5,2
lg tablet picked one dad messing nice think like lg g pad,5,2
outstanding tablet money everything expect long battery life apps quick start,5,2
beautiful hd resolution tablet love 8 size big small,5,2
good condition arrived already installed used working great,5,2
got tablet mother liked much went got one runs fast use,5,2
easy navigate son loves pkus year free service,5,2
good quality value,5,2
batteries arrived tact seem perfect good price,4,2
learned use quickly great travelling carreduces boredom,5,2
surprised much like new tablet better previous tablet,5,2
great tablet little kid debating ipad figured ipad would way much tablet nice switch users want something simple one,5,2
bought kindle 7 year old granddaughter bought warranty bought august already replace charger connection got loose charging well happened need exchange problem buy warranty time going buy one brothers sister rethinking,2,0
dependable usual,5,2
used batteries quite time find long lasting reliable,5,2
kindle need camera could better overall pretty happy purchase,4,2
far batteries seem comparable major brands works,5,2
bought daughter law likes wanted fire,5,2
definitely inexpensive seem go fast sure,3,1
didont care tablet downloading apps outside amazon really confusing,1,0
excellent reader product price easy use,5,2
daughter loves easy navigate practically indestructible,5,2
alot movies videos store 32 gb really great feature,5,2
great quality great price,5,2
excellent keep coffee table taking along trip cant beat price,5,2
great product device performed described great reviews,5,2
lasts long expensive batteries purchasing,5,2
cant beat price,5,2
hard beat price shipped fast fresh,5,2
work well last long name brand batteries,5,2
great tablet needs email video games reading one,5,2
best device child market purchased infant two weeks loving easy handle durable,5,2
far happy,5,2
grandson really enjoys new kindle christmas present,4,2
good buy batteries last long major brand definitely buy,5,2
good product good price,5,2
batteries buy cant beat price,5,2
great office,5,2
works described,4,2
recommended purchase family member one happy,4,2
thank,5,2
enjoying tap asking alexa questions small form factor makes easy take along traveling decent battery life sound small speaker reason didnt give 5 stars difficulty connecting tap public wifis hotels situationtakes effort,4,2
great tablets prefer nabi anyday love color choices,5,2
cannot beat value features product offers low price point,4,2
good price well packaged used real duration yet shrink wrapped however unlike 9 volt batteries twist package get plastic wrapper,4,2
batteries lot powermy calculate acts like steroids,5,2
thought buy child bc kids mode poor,1,0
would get another works great fun options,4,2
open several new cello packs use motorized window shade cartridge loaded plugged cartridge nothing took batteries checked one battery tester 3 12 batteries good opened several new packages tested loading cartridge one every five charge ones charge strong charges rest going battery recycling comes batteries get pay,1,0
really like fire 8 16gb fast smooth,5,2
never buy anything amazon brand,5,2
book addict 4th kindle device far best one compact almost smaller large wallet fit anywhere holds charge incredibly well nice display make reading fun,5,2
really like child engaged different apps downloaded,5,2
picked tablet 5 year old grandchild way learn use tablet works fine,4,2
thanks,4,2
tablet well worth money descent performance good screen resolution definitely great tablet beginners one dont want spend tablets,5,2
surprised great works music ask questions awesome,5,2
gave product nephews love easy carry easy use,5,2
bought camping trip use lanterns lasted long longer name branded ones,5,2
great tablet great price bought number raffle prizes employee appreciation party everybody loved,5,2
best kindle ereader yet size weight make perfect comfortable reading find reading books ever,5,2
arrived quickly easy install clear simple instructions touch screen input seems prior installation,5,2
nice size tablet easy use love beats laptop,5,2
love buy stuff best buy employees great helping everything needespecially jissela,4,2
batteries hyped duracell always wins bought electronic circuit experiments clearly see fail duracell aaa batteries also wonder review someone put shows performance plots standard conditions doesnt matter batteries need perform way consumers use fair batteries better dont show best world way,2,0
purchased nephew christmas used everyday good product screen size perfect,4,2
purchased son loves read books saw watching old tv show sat showed could would figure thought reading books want one,5,2
many tablets samsung asus old ipad fire holds silk system quite speedy lack bloatware nice hack get google apps light hold ads invasive enjoy taking advantage prime benefits simple operate would recommend everyday use moviereading music consumption,5,2
ok general use fairly cheap esp compared lithium consumer reports lists kirkland cosco better performers price im gonna try next course delivered door hurry always great,4,2
good,4,2
great price quality product,5,2
picked fire tablet whim sale low price backup traveling kids use make use streaming services since prime account liked getting larger screen low price wifi reception isnt great touch sensitivity isnt near get samsung tablets price im fine provided holds,4,2
got tablet wife bought thing upgraded kindle shopping kinds tablets didnt want spend big money surf emails watch video well super fast wifi great tablet money,5,2
daughter loves much faster last tablet,5,2
pack batteries affordable powerpacked use tamiya collection lasts really long love,5,2
quality product great price,5,2
tablet great price good connection wi kindle store breeze picture quality good seems perfect size nice alternative compared expensive tablet much better quality less expensive tablets would recommend,5,2
wish games worked without internet downloaded,4,2
tablet really help great gift nephew,4,2
recently purchased kindle fire 8 replace lost kindle hd fire 8 excellent upgrade much better hd fire 8 recommended one best buy staff knowledgeable product highly recommend fire 8 best buy,5,2
bought item christmas gift granddaughter loved every minute intuitive easy use hands several times every day everything research school reading book paw paw hit homer one,5,2
great price aa batteries needed lot maintain batterypowered xmas window candles seem working fine easyopen cardboard package convenient,4,2
bought dad late 60s mainly listen music read ebooks borrowed library set loves dont like ads start unless pay get rid,4,2
purchased product whim limited purpose study exam middle seat long flight expected hand 10year old exam surprise really enjoy device particular like amazon account integration next flight delighted find unit actually downloads videos offline viewing best part upgraded memory 64gb sd card available content awesome truth first unit inexplicably failed best buy replaced unit right away expect great things new device son also uses long trips,4,2
tablet wonderful gift christmas party excited chance win,5,2
work,5,2
brought daughter happy,5,2
batteries wonderful great price,5,2
fine batteries cant tell difference batteries brand named batteries,5,2
purchased tablet autistic child loves,5,2
assumed item would cord plug never assume plug cord 7 kindle short bought 4 foot cord also keep shorter cord charge go longer cord new plug use home satisfied,4,2
looked math capacity strength longevity different batteries lot similar including make sense price wisei tried hundreds rechargeable batteries get recharged couple times disappear certain point waste money,4,2
point spending money brand name batteries great product reasonable price dont buy brands,5,2
made purchase free space phone use books movies lot,5,2
great,4,2
searched around perfect tablet 3 year old testing tablets stores reading reviews online kids fire stood 2 year warranty free year access kids content amazing soft foam case provides coverage drops battery life good hours play time charge time quick money tablet cannot beat minor issue ive noticed connection issue networks times fixed disconcerting reconnecting network overall best buy money tablet also used adults exit free time app,4,2
using batteries quite time none leaked products still working would recommend,5,2
great deal batteries,5,2
im happy product price amazon basics new battery company,5,2
used loved three previous kindles kindle keyboard 1st gen paperwhite voyage without doubt one best first kindle comfortably hold hands love want switch holding left hand holding right hand text automatically flips matter hand hold page turn buttons perfect place thumb regrets purchase,5,2
batteries come low charged took new batteries put computer mouse next day mouse battery low first time,1,0
far good im quite pleased purchase early version kindle pretouch screen didnt anticipate added feature would make much difference nice still like hard copy books reading kindle fire quite enjoyable,5,2
love kindle makes much easier read books instead carry,5,2
great batteries cost shipping well worth,5,2
seem work fine,4,2
4 year old loves amazon free time great lot apps free small yearly fee,5,2
batteries work dont know else say except ridiculously cheap,5,2
perfect educational games protective case sold,4,2
great tablet kids lot good contents amazons 2 year noquestions asked warranty along free one year subscription contents made even better parental control great us parents son love device drawback see charging cable small length hard charge without putting top something reach regular height outlet,4,2
purchased 4 yr old granddaughter primarily uses netflix works great,5,2
nice unit price pretty much computer without bulkiness,5,2
purchased gift good choice advertised,5,2
nice batteries price,5,2
plays ipod music via bluetooth also plays radio stations cant get regular radio practical fun,5,2
good deal quick shipping,5,2
loves tablet time,5,2
mom loves reading mom tech savvy able adapt pretty quickly,5,2
easy reading easy hold send emails takes pictures must connected wifi get setup,5,2
batteries dont work well bluetooth mouse wouldnt stay even put fresh amazon batteries bought new mouse wouldnt work new batteries used duracell mouse finesame thing happened roku remote,1,0
love fire kids even comes bumper cover great buy,5,2
sound screen quality great like blue light cutoff featurei found toggling back forth online clumsy compared tabletit lightweight easier handle long periods time,4,2
kindle oasis phenomenal portable size fits almost anywhere travel booklike screen doesnt bother eyes long periods time reading modify font size wants needs conveniently connect goodreads account view bookshelves purchases sync perfectly color merlot beautiful ive three months traveled damages battery life long charged three times since owning read anywhere 35 hours day completely user friendly,5,2
grandson really enjoys new kindle christmas present,4,2
one fastest tablets ever netflix hulu works awesomely,5,2
kindle largestthinnest yetfastestand durable purchase geek squad insurance kindly best decision ever,5,2
purchased 9 yr old nephew birthday asking tablet forever made day loves tablet hes watch tube play games,5,2
good price,5,2
using pandora office setting set older system speaker system works great,5,2
works advertise,5,2
bought work fundraiser recipient enjoyed,4,2
kids really like buying tablet kids worth maybe great adults,3,1
met need,5,2
granddaughter loves perfect gift long airplane trip,5,2
easy follow directions allowed set watching shoulder,4,2
price packaging batteries wonderful uselife pair fresh box last 30 days bluetooth mouse gotten better results rechargeables saying something,3,1
amazon free time great small kids get entertained,4,2
like product problems turning charging also several times shut go reinstall factory settings losing stuff alot new options use several friends like,4,2
bought 5 tablets grandchildren christmas loved ages ranged 5 12 made shopping easy grandma,5,2
bought tablets niece nephew 2 3 love niece whos 3 shown mother things great products,4,2
kindle fire 5years got new one use time,5,2
quite nice last reasonable time,4,2
great price,5,2
good small tablet purposes reading playing games,4,2
great batteries super price recurring shipment get box month,5,2
son uses device help homework,4,2
first wanted return product bought 2 yr old decided keep bc husband liked course daughter likes dnt like fact cant use audible app kids version also bought daughter could independent far books none read aloud came maneuver games movies tho ok product tho love amazon daughter still likes samsung tab better would recommend older kids,3,1
good deal last decent amount time,4,2
two kids love also nice already setup,4,2
work good,5,2
great price batteries dont see difference higher priced name brands,5,2
depicted,5,2
great price product get kids,5,2
son thoroughly enjoys tablet love protective case comes,5,2
best purchase ive mad tablet daughter loves,5,2
awesome tablet young children love play videos came equipped already,5,2
already echo didnt think needed tap procrastinated getting use everyday mostly stream amazon prime tunein pandora channelsit funny latest technology sometimes brings us back kid beat box carry around room room outside use tap 2016 version beat box much smaller rechargeable way easier tune side benefits controlling lights hvac alexa onboard ready answer random trivia questionsthe sound quality could bit better surprisingly good adjusting volume isnt easy battery lasts long time snap use bluetooth speaker well,5,2
bought device use children therapy practice taking awhile figure set organize took set things amazon approve charging account registering prime could figure settings picture quality screen beautiful camera photos pixelated,4,2
good deal,5,2
good products like amazon batteries reason didnt get 4 stars cant really use products higher voltage demand battery ages gets weaker lasts long normal duracell energizer output drops significantly product ages great remote controls smoke detectors etc advisable anything moving parts motors,4,2
make excellent ebook reader dont expect much device except read basic ebooks good thing cheap good read sun,5,2
bought geek squad 2 years well 13 months device became broken warranty came handy thank knowing things happend life,5,2
bought granddaughter smart get find apps lives videos games,4,2
say theyre batteries,5,2
good deal,5,2
needed away computer go work,4,2
love tablet easy use great price lightweight,5,2
batteries work really well,5,2
batteries expect work price awesome,5,2
echo take anywhere runs battery connect via bluetooth away wifi,5,2
third kindle fire give family members love love,5,2
great costcell option capacity isnt best works great low draw devices like remotes etc,4,2
daughter loves everything transferred kindle fire said unbelievable fast,5,2
item arrived quickly described,5,2
going face eye surgery recently decided get tablet able look internet movies something phone ones features better software fire hd8 good price available gotten good reviews performs well great battery life youre looking good basic tablet nice option,4,2
first time trying amazon batteries glad batteries lasted duracell batteries used cheaper definitely purchase,5,2
excellent product price,5,2
good price speedy delivery,5,2
love new look feel new kindle voyage especially love adjusts reading light automatically,5,2
bought surprise gift recipient loves,5,2
batteries work great good value,5,2
bought several products amazon basics line products continue impressed everything made batteries would expect aa size batteries good weight batteries like cheap dollar store batteriesthey seem power devices including high current devices well far leaked cause problems feel price cannot beat quality batteriesi would recommend purchase batteries,5,2
tablet great graphics compared base android bought kids protective case use grandkids come long battery life,5,2
read new 8 amazon tablet new york times google nexus 7 4 years old getting slower slower needed upgrade little money possiblethis amazon fire 8 excellent value moneyonly 89 fast great screen resolution easy use skeptical silk browser id never heard works fine page forward arrow odd backwards live thatit exceeded expectations im happy im amazon ecosystem first foray good one congrats amazon making affordable great quality tabletalso purchasing experience best buy easy convenient always,5,2
super slow decent qualityi would buy another memory lacking 8 gig recommend anyone,2,0
itaos tough tabletperfect kids love auparent controlau limit child long tablet,5,2
wanted lighted ebook reader also access internet small format fire meets needs great price,5,2
great value,5,2
5 batteries leaked package buy,1,0
seems good higherpriced batteries good experience amazonbasics wireless mouse ive using 1 12 years reviews batteries excellent price fully satisfied,5,2
bought kindle grandson loves easy use,5,2
grabbed friend christmas seems happy,5,2
expected,4,2
excellent tablet price use mainly watching amazon prime movies etc would recommend heavy gaming fun tablet money,5,2
sideload google play services able download google play store use google chrome web browser tablet designed exclusive amazon,3,1
old kindle working good anymore bought one black friday deal best buy price great problem times seem charging well fast took back best buy would replaced would lost progress games played person tech support suggested change plug brick said problems use plug use iphone charges fine glad easy fix,4,2
advertised,5,2
doesnt hold strength duracell etc,3,1
good value perform satisfactorily,5,2
great price,5,2
kindle10 ok bit confusing figure love larger screen since need increase text size however find book explain kindle10 version amazon,4,2
purchased two tablets gift christmas exceptional hd screen provides rich colors makes easy like read book articles etc,4,2
bought daughter keep busy car flights works great good content,4,2
got tablet replace sons old one love adultchild profile ability 2 year replacement warranty case also came handy many times,5,2
loves 20 months old already command micky minnie rule,5,2
cheap work gritty good,5,2
went around changed batteries devices thanks amazon,5,2
bought tablet sale look things interested,4,2
tablet awesome kids 3 years old since christmas easy use play dropped multiple times youd never know,5,2
happy ever since tech saavy specific device userfriendly tutorial help get started,5,2
last long name brand buying price lot better,5,2
great batteries great deal woo hoo amazon,5,2
even sure price quantity get comparable leading brands seem hold long lasting charge,4,2
good tablet comes lot free apps fantastic warranty,4,2
theres doubt best kindle device available battery life astonishing design unique extremely ergonomic holding hand pleasurable experience fits like glove cons may askfor one battery life depends provided case acts like travel charger sense con well limits customization options theres way purchase colors replacements time best cautious itand two price obviously take account basically given premium case device premium device traveling charge inside caseit may almost even 290350 device hard justify readingstill would recommend fan ereadersreading,4,2
christmas gift granddaughter purchased one heard lot good things price great black friday,5,2
cant beat price great deal youre paying,4,2
amazon tap first step making home smart home act brain everything else unfortunately youll invest quite bit smart lights thermostat locks etc get full potential alone merely acts bluetooth speaker extension phone,4,2
test full charge ones buying already partially discharged bc u cannot tell fresh r even adv good 10 yrs,5,2
thanks,5,2
great value quality,5,2
works great easy use play videos game good,4,2
got sale good pay instead paying lot money ipad,4,2
bought niece starting love read great help,5,2
easy use plug search favorite movies tv shows,5,2
third fire weve purchased amazon finally made level memoryupgradable made difference bought fire tablets use kid tablets work greatuntil run memory 8gb practically nothing days remember 64kb huge upgrade atari able toss memory card give kids much utility,4,2
good price ugly design,1,0
loved price received actually smaller packages four instead bulk pack better price sams walmart time review,5,2
good device previous one inherited cracked screen,5,2
batteries las forever great price compared others use everything never problem,5,2
great resolution camera quality good tho gave one less star camera overall great tablet,4,2
works better big name brands,5,2
bought 3 year old replace older ipad functional near level ipad understandable based price difference returned store,3,1
great tablet money thought beat screen resolution,5,2
worst batteries ever short life every item used one example similar devices battery operated clock needs batteries changed every 3 years need change every three months never purchase,1,0
cant figure move books ive read cloud dont like clutter read download clogs,4,2
im sure great product something wrong one ordered targetcom daughter opened christmas morning excited went charge wouldnt turn tried holding power button 40 seconds like amazon website suggests nothing left charging hours still nothing disappointed,1,0
dont really last long,2,0
like batters better price name brands,5,2
great picture good size lots storage camera would recommend,5,2
bought wife absolutely loves device,5,2
awesome 4 year old grandson loves tabletits kid friendly great games likeswould recommend itmy 9 year grandson also traded drawing pad tablet loves,5,2
batteries work well name brand batteries fraction cost battery pack bundle reasonably priced last long purchased triple aaa battery bundle well well performed,5,2
good price easy work grandkids loved,5,2
gift 4 year old enjoying immediately little adult assistance required havent used probably wont kids good purchase,4,2
purchased download books school screen small os liking,3,1
work great,5,2
best kindle farmuch slimmer profile battery last much longer doesnt seem charging issues 3,5,2
uhhhhh loads batteries good price,5,2
use aa aaa amazon batteries great price quality name brands,5,2
replaced older tablet new version ebooks transferred new one love,5,2
great tablet fast reliable downfall pay remove adds,4,2
great price worked well us far,4,2
great value,5,2
got tablet 6 year old grand daughter must say great decision used tablet learning fun watch play games tablet listen favorite music watch movies problem using tablet even taught operate amazon fire kids edition tablet,5,2
wanted something use charging ipad easy use,4,2
long lasting high drain device,5,2
purchased niece 6 years old perfect loves,5,2
great amazon basics quality terrific price ive come rely amazon basics superb prices dependable excellent quality,5,2
great like much find anything want,4,2
work well really comparison brands price great deal less,4,2
easy setup better control ipads pleased performance,5,2
git son already broke 1st tablet got half price first one much better quality 1st one thinking getting another one brother,5,2
purchase replace fire hd 89 left plane found return 50 days later like smaller version due size 3 years newer technology side,5,2
dont last long,1,0
great battery pack great price,5,2
great product love using reading search,5,2
brought niece christmas loves doesnt lag anything works fine,5,2
battery replenishment,5,2
good tablet age love easy use,5,2
works great college class small compact plus fast recommend need school play games enjoy amazon apps tablet,4,2
bought christmas gift loves small light fast great selection apps plus cant go wrong warranty,5,2
good price good batteries,5,2
personally id say buy newer 6 inch fire get money getting older one,3,1
batteries seem well batteries might get store appreciate effiency able order amazon like get large quantity good price,5,2
bought 8 amazon fire hd wife christmas present old 7 amazon fire 34 years happy 8 amazon fire hd cant beat price tablet,4,2
batteries dont last long bought little round lights go closets cabinets didnt make week sad,2,0
great tablet daughter reasonable price,5,2
good value,5,2
easy use plenty space kid recommend warranty,5,2
great,5,2
comes awesome safe package jod,5,2
need computer savvy wound much helpful came simple basic instructions,3,1
bought 3 young grandkids exceptional security kids great babysitter well educational tool,5,2
second use silver liquid leaked batteries almost ruining motor breast pump,1,0
son loves easy use download books requested birthday gift,5,2
arrived time battery doesnt last long though even fully charged thats concern,4,2
microsoft surface unfortunately daughter dropped cracked screen needed new tablet since went back laptop work didnt need another surface settled 8 kindle hd samsung ipad mini due value use social networks email games internet search occasional viewing videos good basic tablet handle problem good wifi connection great value paid 100 holidays good surface basic uses,5,2
buy batteries extremely well priced excellent longevity,5,2
great tablet 100 highest specs gets job done lite tablet users,4,2
bought grandkids christmas like parental controls,5,2
pretty sure batteries way better name brand batteries dont get sacked name brand get amazon store,5,2
amazon always great performance great pricelove stock hand lots kids,5,2
exchanged highly unsatisfactory insignia unit fire looking 10 inch screen went smaller size performance complaints amazon product ubiquitous advertising,4,2
purchased niece 6 years old perfect loves,5,2
good,5,2
satisfied product family kids,5,2
great batteries amazing cost also love come packaged easy store away use needed thanks amazon,5,2
purchased 3 year old grand daughter loves,5,2
always changing batteries kids toys cheap last well,5,2
bought cheaper alternative return three days later product 100 better,4,2
easy setup easy switch adult kid profiles foam case allows take beating,5,2
bought black friday 60 value money tablet lags heavy tasks also apps reloaded 23 apps opened time price expected go budget 100,4,2
good price alkaline batteries havent many yet im sure fine,4,2
loved husbands 4th generation disappointed 5th generation 4th generation 2 speakers sound much louder current 5th generation purchased expecting quality sound better since use kindle watch tv shows,2,0
surprised see inexpensive batteries packaged nice,5,2
arrived advertised ahead schedule quite long lasting major name brand good price point,4,2
daughter smaller eight gb tablet nice step better graphics extended memory sd card photos,5,2
cost 59 black friday good deal way cheaper ipad several young kids knock tube kids app vs apple products apple tube kids allows speak search option type search problematic young children cannot read write,4,2
couldnt happier product great kids games learning tools excellent parental controls limit access even limit time use long lasting battery yet charges quickly durable son break anything product truly holds childrens use,5,2
work,4,2
purchased 3 year grandson christmas fell love great learning tool start kids,4,2
awesome product kids looking learn,5,2
gave christmas good sale price could get quicker ordering amazon,5,2
holds charge well portable lightweight best tell nearly indestructible perfect kids,5,2
needed upgrade electronics since havent bought tablet couple years home wouldnt stream wanted see went looking 10in came 8in sales assoc showed features answered questions much portable 10in would,5,2
best b helping learn read follow directions best buy products provided great customer service grandsons enjoying product use,5,2
use tablet ereader listen prime music time great thisstill leaning features,4,2
good product,5,2
batteries great price,5,2
great,5,2
really liked idea tablet affordable niece protective case plus setting giving works like dream great way give kid something fun educational,5,2
good quality good price,5,2
easy maneuver great case protection battery keep charge long im used ipad,5,2
good leisurereading fun students,4,2
new source batteries ill keep box two around house onless packaging would nice sealed box shrinkwrap,5,2
batteries last decent amount things like toys remotes packages come 4 plastic wrap dont worry loose batteries floating around open box,5,2
works expected,5,2
bought wife upgrade original kindle worn big step original good another 810 years,5,2
got gift present christmas son enjoys playing games watching netflix,5,2
excellent batteries great price,5,2
kids go aa batteries like water great last long name brand versions,4,2
love kendal cannot find case screen saver,4,2
love,5,2
bought son able easily navigate along safe kids,5,2
looking inexpensive tablet basic web surfingshoppingetc dont know get better deal however found hard way fire bought replace misplaced ipad maybe spoiled pretty limited terms apps download forget google based apps many standard apps generally available android apple market place love amazon dont major issues product got price paid wont going cheap route future hindsight 2020 spent money get new ipad since used,2,0
want one older son wants one keep good work,5,2
sure kept freezing ended return disappointing,2,0
perfect im homework surfing web im starbucks home,5,2
beautiful hd resolution tablet love 8 size big small,5,2
like tablet however occasions boot turned probably need take store determination made fixed,4,2
niece loves tablet product works far better others items weve bought,4,2
got gift friend mine happy cant believe light well read text youre dont want caring around ipad battery life product youre location must take product,5,2
batteries work,5,2
job would buy one screen brighter times difficult read screen bright,3,1
price quantity sure would great buy sadly batteries worked first thought camcorder purchased defective swapped fresh new batteries second round fresh new batteries package device magically came life boo amazon selling batteries dont actually work,2,0
negative apps thought android theyre amazon version limited,5,2
device works flawlessly nearly indestructable 2 yr old also comes questions asked replacement policy amazon event screen breaks something crazy,5,2
great tablet low price thousands apps electronic books read,5,2
really liking batteries dont know products placing working better batteries lasting longer first little skeptical non duracell name brand batteries working better name brand batteries would highly recommend product,5,2
great batteries great price,5,2
bought daughter christmas could set user make safe age downloaded books apps ease im glad loving fire,5,2
thats crap,1,0
order came time great price item gift family member,4,2
didnt expect good duracell energizer lasted weeks clock,3,1
fine,5,2
good value,5,2
third kindle fire tablet features apps ease use display fact tablets might think keeps coming back,5,2
really great product tons batteries super cheap havent die yet even last half brands still really great buy super happy,5,2
tablet many apps games movies books keeps nephew entertained hours end,5,2
batteries get job done cool packaging amazon claims another industry,5,2
kindle black good fit times read night bed husband sleeping model doesnt back light im unable read night without turning light waking husbandso returned went kindle fire,3,1
better expected couldnt happier,5,2
good tablet price excellent kids,5,2
bought family member disability didnt see reviews purpose far working well felt case would help accidentally dropped,5,2
looked easy hard setup experience apple products,3,1
little speaker way better mother update making hand free recommend anyone,5,2
good tablet basic use ened returning going ipad met needs tablet would good someone limited computer knowledgeuse,3,1
fast delivery good price,5,2
recently upgraded model kindle liked much bought one daughter loves much nicer older model,5,2
beat price since got started replacing batteries several weeks ive issues performance far seem last long name brand batteries would pay amount money get 4 batteries,5,2
good value quality,5,2
let power great batteries,5,2
far good supposed check back using see long life btw packaging good,4,2
supposed,5,2
worked great last ad long longer name brands eg duracell energizer,5,2
love packaging happy purchase,5,2
great device travels well easy navigate would recommend,5,2
data previous kindle self loaded seamless transition old new unit,5,2
batteries held well dollar store batteries disappointed quality,2,0
kids couldnt wait turn im excited,4,2
